time,.data
2024/06/03/16:11:17.184227,79
2024/06/03/16:11:17.199747,79
2024/06/03/16:11:17.215925,79
2024/06/03/16:11:17.233037,79
2024/06/03/16:11:17.250537,79
2024/06/03/16:11:17.268042,79
2024/06/03/16:11:17.282528,79
2024/06/03/16:11:17.299809,79
2024/06/03/16:11:17.315691,79
2024/06/03/16:11:17.332452,79
2024/06/03/16:11:17.350765,79
2024/06/03/16:11:17.366238,79
2024/06/03/16:11:17.381871,79
2024/06/03/16:11:17.399267,79
2024/06/03/16:11:17.416190,79
2024/06/03/16:11:17.432997,79
2024/06/03/16:11:17.449140,79
2024/06/03/16:11:17.465028,79
2024/06/03/16:11:17.481795,79
2024/06/03/16:11:17.499198,79
2024/06/03/16:11:17.515231,79
2024/06/03/16:11:17.532067,79
2024/06/03/16:11:17.548772,79
2024/06/03/16:11:17.565507,79
2024/06/03/16:11:17.583043,79
2024/06/03/16:11:17.599135,79
2024/06/03/16:11:17.614821,79
2024/06/03/16:11:17.631195,79
2024/06/03/16:11:17.648960,79
2024/06/03/16:11:17.665247,79
2024/06/03/16:11:17.682304,79
2024/06/03/16:11:17.698498,79
2024/06/03/16:11:17.716053,79
2024/06/03/16:11:17.732566,79
2024/06/03/16:11:17.748241,79
2024/06/03/16:11:17.766354,79
2024/06/03/16:11:17.782753,79
2024/06/03/16:11:17.800587,79
2024/06/03/16:11:17.816120,79
2024/06/03/16:11:17.832053,79
2024/06/03/16:11:17.851060,79
2024/06/03/16:11:17.866129,79
2024/06/03/16:11:17.883144,79
2024/06/03/16:11:17.900368,79
2024/06/03/16:11:17.918754,79
2024/06/03/16:11:17.932985,79
2024/06/03/16:11:17.952569,79
2024/06/03/16:11:17.965726,79
2024/06/03/16:11:17.982813,79
2024/06/03/16:11:17.998990,79
2024/06/03/16:11:18.016833,79
2024/06/03/16:11:18.032478,79
2024/06/03/16:11:18.047408,79
2024/06/03/16:11:18.066071,79
2024/06/03/16:11:18.082556,79
2024/06/03/16:11:18.099454,79
2024/06/03/16:11:18.116138,79
2024/06/03/16:11:18.132990,79
2024/06/03/16:11:18.149485,79
2024/06/03/16:11:18.165907,79
2024/06/03/16:11:18.182202,79
2024/06/03/16:11:18.198825,79
2024/06/03/16:11:18.216196,79
2024/06/03/16:11:18.231585,79
2024/06/03/16:11:18.249202,79
2024/06/03/16:11:18.266096,79
2024/06/03/16:11:18.282891,79
2024/06/03/16:11:18.300107,79
2024/06/03/16:11:18.316022,79
2024/06/03/16:11:18.332763,79
2024/06/03/16:11:18.349150,79
2024/06/03/16:11:18.366228,79
2024/06/03/16:11:18.381556,79
2024/06/03/16:11:18.398923,79
2024/06/03/16:11:18.415910,79
2024/06/03/16:11:18.432711,79
2024/06/03/16:11:18.448808,79
2024/06/03/16:11:18.465563,79
2024/06/03/16:11:18.483790,79
2024/06/03/16:11:18.500582,79
2024/06/03/16:11:18.517522,79
2024/06/03/16:11:18.533628,79
2024/06/03/16:11:18.550350,79
2024/06/03/16:11:18.566449,79
2024/06/03/16:11:18.582690,79
2024/06/03/16:11:18.600534,79
2024/06/03/16:11:18.616035,79
2024/06/03/16:11:18.631635,79
2024/06/03/16:11:18.649611,79
2024/06/03/16:11:18.665226,79
2024/06/03/16:11:18.682958,79
2024/06/03/16:11:18.700957,79
2024/06/03/16:11:18.716233,79
2024/06/03/16:11:18.732195,79
2024/06/03/16:11:18.749877,79
2024/06/03/16:11:18.766085,79
2024/06/03/16:11:18.782997,79
2024/06/03/16:11:18.799389,79
2024/06/03/16:11:18.815600,79
2024/06/03/16:11:18.832446,79
2024/06/03/16:11:18.849448,79
2024/06/03/16:11:18.865748,79
2024/06/03/16:11:18.882640,79
2024/06/03/16:11:18.899126,79
2024/06/03/16:11:18.916549,79
2024/06/03/16:11:18.932164,79
2024/06/03/16:11:18.947895,79
2024/06/03/16:11:18.966153,79
2024/06/03/16:11:18.981730,79
2024/06/03/16:11:18.998312,79
2024/06/03/16:11:19.017405,79
2024/06/03/16:11:19.032537,79
2024/06/03/16:11:19.049439,79
2024/06/03/16:11:19.065860,79
2024/06/03/16:11:19.082424,79
2024/06/03/16:11:19.098095,79
2024/06/03/16:11:19.115955,79
2024/06/03/16:11:19.131854,79
2024/06/03/16:11:19.149614,79
2024/06/03/16:11:19.165934,79
2024/06/03/16:11:19.181431,79
2024/06/03/16:11:19.199247,79
2024/06/03/16:11:19.215894,79
2024/06/03/16:11:19.232530,79
2024/06/03/16:11:19.249381,79
2024/06/03/16:11:19.265667,79
2024/06/03/16:11:19.282034,79
2024/06/03/16:11:19.298939,79
2024/06/03/16:11:19.317505,79
2024/06/03/16:11:19.332857,79
2024/06/03/16:11:19.349580,79
2024/06/03/16:11:19.366468,79
2024/06/03/16:11:19.383658,79
2024/06/03/16:11:19.398895,79
2024/06/03/16:11:19.416545,79
2024/06/03/16:11:19.432776,79
2024/06/03/16:11:19.449646,79
2024/06/03/16:11:19.466181,79
2024/06/03/16:11:19.482748,79
2024/06/03/16:11:19.499604,79
2024/06/03/16:11:19.516301,79
2024/06/03/16:11:19.533408,79
2024/06/03/16:11:19.550086,79
2024/06/03/16:11:19.566645,79
2024/06/03/16:11:19.583017,79
2024/06/03/16:11:19.597216,79
2024/06/03/16:11:19.616183,79
2024/06/03/16:11:19.632605,79
2024/06/03/16:11:19.649598,79
2024/06/03/16:11:19.665928,79
2024/06/03/16:11:19.682535,79
2024/06/03/16:11:19.700962,79
2024/06/03/16:11:19.715365,79
2024/06/03/16:11:19.732613,79
2024/06/03/16:11:19.749563,79
2024/06/03/16:11:19.765754,79
2024/06/03/16:11:19.782673,79
2024/06/03/16:11:19.799061,79
2024/06/03/16:11:19.815881,79
2024/06/03/16:11:19.832296,79
2024/06/03/16:11:19.848191,79
2024/06/03/16:11:19.865324,79
2024/06/03/16:11:19.881316,79
2024/06/03/16:11:19.898315,79
2024/06/03/16:11:19.914475,79
2024/06/03/16:11:19.932268,79
2024/06/03/16:11:19.949246,79
2024/06/03/16:11:19.966353,79
2024/06/03/16:11:19.981467,79
2024/06/03/16:11:19.998998,79
2024/06/03/16:11:20.015404,79
2024/06/03/16:11:20.030911,79
2024/06/03/16:11:20.048115,79
2024/06/03/16:11:20.068080,79
2024/06/03/16:11:20.083209,79
2024/06/03/16:11:20.099433,79
2024/06/03/16:11:20.116467,79
2024/06/03/16:11:20.133336,79
2024/06/03/16:11:20.148954,79
2024/06/03/16:11:20.165367,79
2024/06/03/16:11:20.181214,79
2024/06/03/16:11:20.198831,79
2024/06/03/16:11:20.215107,79
2024/06/03/16:11:20.232238,79
2024/06/03/16:11:20.249504,79
2024/06/03/16:11:20.266068,79
2024/06/03/16:11:20.283154,79
2024/06/03/16:11:20.301872,79
2024/06/03/16:11:20.315958,79
2024/06/03/16:11:20.333094,79
2024/06/03/16:11:20.351887,79
2024/06/03/16:11:20.367568,79
2024/06/03/16:11:20.384235,79
2024/06/03/16:11:20.400673,79
2024/06/03/16:11:20.414501,79
2024/06/03/16:11:20.431890,79
2024/06/03/16:11:20.448600,79
2024/06/03/16:11:20.465214,79
2024/06/03/16:11:20.482270,79
2024/06/03/16:11:20.499425,79
2024/06/03/16:11:20.518668,79
2024/06/03/16:11:20.532170,79
2024/06/03/16:11:20.549174,79
2024/06/03/16:11:20.565204,79
2024/06/03/16:11:20.582464,79
2024/06/03/16:11:20.599216,79
2024/06/03/16:11:20.615367,79
2024/06/03/16:11:20.632187,79
2024/06/03/16:11:20.649629,79
2024/06/03/16:11:20.666056,79
2024/06/03/16:11:20.682070,79
2024/06/03/16:11:20.698768,79
2024/06/03/16:11:20.716537,79
2024/06/03/16:11:20.732489,79
2024/06/03/16:11:20.749327,79
2024/06/03/16:11:20.764501,79
2024/06/03/16:11:20.781260,79
2024/06/03/16:11:20.797671,79
2024/06/03/16:11:20.815145,79
2024/06/03/16:11:20.831797,79
2024/06/03/16:11:20.849161,79
2024/06/03/16:11:20.866592,79
2024/06/03/16:11:20.883458,79
2024/06/03/16:11:20.901619,79
2024/06/03/16:11:20.916232,79
2024/06/03/16:11:20.932467,79
2024/06/03/16:11:20.948304,79
2024/06/03/16:11:20.965579,79
2024/06/03/16:11:20.982644,79
2024/06/03/16:11:21.000340,79
2024/06/03/16:11:21.021816,79
2024/06/03/16:11:21.032373,79
2024/06/03/16:11:21.050337,79
2024/06/03/16:11:21.066111,79
2024/06/03/16:11:21.082853,79
2024/06/03/16:11:21.097733,79
2024/06/03/16:11:21.114894,79
2024/06/03/16:11:21.131118,79
2024/06/03/16:11:21.148343,79
2024/06/03/16:11:21.166252,79
2024/06/03/16:11:21.182430,79
2024/06/03/16:11:21.197906,79
2024/06/03/16:11:21.215171,79
2024/06/03/16:11:21.232677,79
2024/06/03/16:11:21.249288,79
2024/06/03/16:11:21.266307,79
2024/06/03/16:11:21.282236,79
2024/06/03/16:11:21.298227,79
2024/06/03/16:11:21.314980,79
2024/06/03/16:11:21.331612,79
2024/06/03/16:11:21.348854,79
2024/06/03/16:11:21.364172,79
2024/06/03/16:11:21.382592,79
2024/06/03/16:11:21.398994,79
2024/06/03/16:11:21.415878,79
2024/06/03/16:11:21.432622,79
2024/06/03/16:11:21.447588,79
2024/06/03/16:11:21.465528,79
2024/06/03/16:11:21.483338,79
2024/06/03/16:11:21.499303,79
2024/06/03/16:11:21.515017,79
2024/06/03/16:11:21.532153,79
2024/06/03/16:11:21.548256,79
2024/06/03/16:11:21.564905,79
2024/06/03/16:11:21.583166,79
2024/06/03/16:11:21.598650,79
2024/06/03/16:11:21.615374,79
2024/06/03/16:11:21.633382,79
2024/06/03/16:11:21.649374,79
2024/06/03/16:11:21.666178,79
2024/06/03/16:11:21.681423,79
2024/06/03/16:11:21.704606,79
2024/06/03/16:11:21.717389,79
2024/06/03/16:11:21.732659,79
2024/06/03/16:11:21.748073,79
2024/06/03/16:11:21.765692,79
2024/06/03/16:11:21.782766,79
2024/06/03/16:11:21.799122,79
2024/06/03/16:11:21.816896,79
2024/06/03/16:11:21.836784,79
2024/06/03/16:11:21.854614,79
2024/06/03/16:11:21.868835,79
2024/06/03/16:11:21.885588,79
2024/06/03/16:11:21.899325,79
2024/06/03/16:11:21.917563,79
2024/06/03/16:11:21.933126,79
2024/06/03/16:11:21.948892,79
2024/06/03/16:11:21.965523,79
2024/06/03/16:11:21.982550,79
2024/06/03/16:11:21.998011,79
2024/06/03/16:11:22.019067,80
2024/06/03/16:11:22.032498,80
2024/06/03/16:11:22.049037,80
2024/06/03/16:11:22.064390,81
2024/06/03/16:11:22.082217,81
2024/06/03/16:11:22.098602,81
2024/06/03/16:11:22.115570,81
2024/06/03/16:11:22.132239,81
2024/06/03/16:11:22.149927,81
2024/06/03/16:11:22.165757,81
2024/06/03/16:11:22.182673,81
2024/06/03/16:11:22.199274,82
2024/06/03/16:11:22.216132,82
2024/06/03/16:11:22.232405,82
2024/06/03/16:11:22.249295,82
2024/06/03/16:11:22.266692,82
2024/06/03/16:11:22.282657,82
2024/06/03/16:11:22.299360,82
2024/06/03/16:11:22.314562,82
2024/06/03/16:11:22.332865,82
2024/06/03/16:11:22.348609,82
2024/06/03/16:11:22.365752,82
2024/06/03/16:11:22.382571,82
2024/06/03/16:11:22.398494,82
2024/06/03/16:11:22.415300,82
2024/06/03/16:11:22.432834,82
2024/06/03/16:11:22.450614,82
2024/06/03/16:11:22.468820,82
2024/06/03/16:11:22.481453,82
2024/06/03/16:11:22.498950,82
2024/06/03/16:11:22.515896,82
2024/06/03/16:11:22.533293,82
2024/06/03/16:11:22.549117,82
2024/06/03/16:11:22.566556,82
2024/06/03/16:11:22.583670,82
2024/06/03/16:11:22.599162,82
2024/06/03/16:11:22.616132,82
2024/06/03/16:11:22.633492,82
2024/06/03/16:11:22.650695,82
2024/06/03/16:11:22.665878,82
2024/06/03/16:11:22.683863,82
2024/06/03/16:11:22.703132,82
2024/06/03/16:11:22.716862,82
2024/06/03/16:11:22.732788,82
2024/06/03/16:11:22.749562,82
2024/06/03/16:11:22.765768,82
2024/06/03/16:11:22.781047,82
2024/06/03/16:11:22.799557,82
2024/06/03/16:11:22.815911,82
2024/06/03/16:11:22.832177,82
2024/06/03/16:11:22.849611,82
2024/06/03/16:11:22.866828,82
2024/06/03/16:11:22.880866,82
2024/06/03/16:11:22.899157,82
2024/06/03/16:11:22.915868,82
2024/06/03/16:11:22.931413,82
2024/06/03/16:11:22.948861,82
2024/06/03/16:11:22.965759,82
2024/06/03/16:11:22.982609,82
2024/06/03/16:11:22.999178,82
2024/06/03/16:11:23.016977,82
2024/06/03/16:11:23.032515,82
2024/06/03/16:11:23.048047,82
2024/06/03/16:11:23.065588,82
2024/06/03/16:11:23.081950,82
2024/06/03/16:11:23.099018,82
2024/06/03/16:11:23.115649,82
2024/06/03/16:11:23.132640,82
2024/06/03/16:11:23.149682,82
2024/06/03/16:11:23.166807,82
2024/06/03/16:11:23.182261,82
2024/06/03/16:11:23.200120,82
2024/06/03/16:11:23.217514,82
2024/06/03/16:11:23.232947,82
2024/06/03/16:11:23.249099,82
2024/06/03/16:11:23.265368,82
2024/06/03/16:11:23.284181,82
2024/06/03/16:11:23.299949,82
2024/06/03/16:11:23.316847,82
2024/06/03/16:11:23.333184,82
2024/06/03/16:11:23.351457,82
2024/06/03/16:11:23.366729,82
2024/06/03/16:11:23.383096,82
2024/06/03/16:11:23.402167,82
2024/06/03/16:11:23.417029,82
2024/06/03/16:11:23.432400,82
2024/06/03/16:11:23.450022,82
2024/06/03/16:11:23.465642,82
2024/06/03/16:11:23.481591,82
2024/06/03/16:11:23.496928,82
2024/06/03/16:11:23.516248,82
2024/06/03/16:11:23.530961,82
2024/06/03/16:11:23.549619,82
2024/06/03/16:11:23.565485,82
2024/06/03/16:11:23.581913,82
2024/06/03/16:11:23.598903,82
2024/06/03/16:11:23.614295,82
2024/06/03/16:11:23.631561,82
2024/06/03/16:11:23.648836,82
2024/06/03/16:11:23.666398,82
2024/06/03/16:11:23.681701,82
2024/06/03/16:11:23.698359,82
2024/06/03/16:11:23.716591,82
2024/06/03/16:11:23.732901,82
2024/06/03/16:11:23.747206,82
2024/06/03/16:11:23.765982,82
2024/06/03/16:11:23.783553,82
2024/06/03/16:11:23.798110,82
2024/06/03/16:11:23.815825,82
2024/06/03/16:11:23.832868,82
2024/06/03/16:11:23.848434,82
2024/06/03/16:11:23.865599,82
2024/06/03/16:11:23.882049,82
2024/06/03/16:11:23.899143,82
2024/06/03/16:11:23.915525,82
2024/06/03/16:11:23.932294,82
2024/06/03/16:11:23.949639,82
2024/06/03/16:11:23.966434,82
2024/06/03/16:11:23.985435,82
2024/06/03/16:11:23.999832,82
2024/06/03/16:11:24.017854,82
2024/06/03/16:11:24.032568,82
2024/06/03/16:11:24.049088,82
2024/06/03/16:11:24.065515,82
2024/06/03/16:11:24.082348,82
2024/06/03/16:11:24.098684,82
2024/06/03/16:11:24.115333,82
2024/06/03/16:11:24.133381,82
2024/06/03/16:11:24.151668,82
2024/06/03/16:11:24.167728,82
2024/06/03/16:11:24.183095,82
2024/06/03/16:11:24.199363,82
2024/06/03/16:11:24.216391,82
2024/06/03/16:11:24.232388,82
2024/06/03/16:11:24.248801,82
2024/06/03/16:11:24.265311,82
2024/06/03/16:11:24.282470,82
2024/06/03/16:11:24.297506,82
2024/06/03/16:11:24.316687,83
2024/06/03/16:11:24.331861,83
2024/06/03/16:11:24.349417,83
2024/06/03/16:11:24.365922,83
2024/06/03/16:11:24.383780,83
2024/06/03/16:11:24.399348,83
2024/06/03/16:11:24.416122,83
2024/06/03/16:11:24.431981,83
2024/06/03/16:11:24.449384,83
2024/06/03/16:11:24.465685,83
2024/06/03/16:11:24.482780,83
2024/06/03/16:11:24.498111,83
2024/06/03/16:11:24.515927,83
2024/06/03/16:11:24.532104,83
2024/06/03/16:11:24.549433,83
2024/06/03/16:11:24.565006,83
2024/06/03/16:11:24.581356,83
2024/06/03/16:11:24.598488,83
2024/06/03/16:11:24.615980,83
2024/06/03/16:11:24.632061,83
2024/06/03/16:11:24.649725,83
2024/06/03/16:11:24.665413,83
2024/06/03/16:11:24.680197,83
2024/06/03/16:11:24.698780,83
2024/06/03/16:11:24.716034,83
2024/06/03/16:11:24.732055,83
2024/06/03/16:11:24.749969,83
2024/06/03/16:11:24.765355,83
2024/06/03/16:11:24.783367,83
2024/06/03/16:11:24.799304,83
2024/06/03/16:11:24.815927,83
2024/06/03/16:11:24.831869,83
2024/06/03/16:11:24.849583,83
2024/06/03/16:11:24.866319,83
2024/06/03/16:11:24.882398,83
2024/06/03/16:11:24.899134,83
2024/06/03/16:11:24.915629,83
2024/06/03/16:11:24.932692,83
2024/06/03/16:11:24.951758,83
2024/06/03/16:11:24.966650,83
2024/06/03/16:11:24.983289,83
2024/06/03/16:11:24.999431,83
2024/06/03/16:11:25.018978,83
2024/06/03/16:11:25.032212,83
2024/06/03/16:11:25.051892,83
2024/06/03/16:11:25.065909,83
2024/06/03/16:11:25.081747,83
2024/06/03/16:11:25.097977,83
2024/06/03/16:11:25.114741,83
2024/06/03/16:11:25.131105,83
2024/06/03/16:11:25.148430,83
2024/06/03/16:11:25.166734,83
2024/06/03/16:11:25.182373,83
2024/06/03/16:11:25.199045,83
2024/06/03/16:11:25.215902,83
2024/06/03/16:11:25.231492,83
2024/06/03/16:11:25.248999,83
2024/06/03/16:11:25.265645,83
2024/06/03/16:11:25.282717,83
2024/06/03/16:11:25.299118,83
2024/06/03/16:11:25.325043,83
2024/06/03/16:11:25.332159,83
2024/06/03/16:11:25.348411,83
2024/06/03/16:11:25.365973,83
2024/06/03/16:11:25.382077,83
2024/06/03/16:11:25.399614,83
2024/06/03/16:11:25.415524,83
2024/06/03/16:11:25.431280,83
2024/06/03/16:11:25.449266,83
2024/06/03/16:11:25.465088,83
2024/06/03/16:11:25.482831,83
2024/06/03/16:11:25.499136,83
2024/06/03/16:11:25.515930,83
2024/06/03/16:11:25.532709,83
2024/06/03/16:11:25.550703,83
2024/06/03/16:11:25.568167,83
2024/06/03/16:11:25.582645,83
2024/06/03/16:11:25.598572,83
2024/06/03/16:11:25.615784,83
2024/06/03/16:11:25.632378,83
2024/06/03/16:11:25.651915,83
2024/06/03/16:11:25.667972,83
2024/06/03/16:11:25.682657,83
2024/06/03/16:11:25.700477,83
2024/06/03/16:11:25.715803,83
2024/06/03/16:11:25.733213,83
2024/06/03/16:11:25.750232,83
2024/06/03/16:11:25.765615,83
2024/06/03/16:11:25.782711,83
2024/06/03/16:11:25.799453,83
2024/06/03/16:11:25.816694,83
2024/06/03/16:11:25.833338,83
2024/06/03/16:11:25.848188,83
2024/06/03/16:11:25.866010,83
2024/06/03/16:11:25.882525,83
2024/06/03/16:11:25.898905,83
2024/06/03/16:11:25.915764,83
2024/06/03/16:11:25.932308,83
2024/06/03/16:11:25.948180,83
2024/06/03/16:11:25.965217,83
2024/06/03/16:11:25.982882,83
2024/06/03/16:11:25.999215,83
2024/06/03/16:11:26.018117,83
2024/06/03/16:11:26.032195,83
2024/06/03/16:11:26.048403,83
2024/06/03/16:11:26.065060,83
2024/06/03/16:11:26.081161,83
2024/06/03/16:11:26.098799,83
2024/06/03/16:11:26.114830,83
2024/06/03/16:11:26.132732,83
2024/06/03/16:11:26.149608,83
2024/06/03/16:11:26.166108,83
2024/06/03/16:11:26.182287,83
2024/06/03/16:11:26.198828,83
2024/06/03/16:11:26.216148,83
2024/06/03/16:11:26.232281,83
2024/06/03/16:11:26.249723,83
2024/06/03/16:11:26.266814,83
2024/06/03/16:11:26.281410,83
2024/06/03/16:11:26.298242,83
2024/06/03/16:11:26.321051,83
2024/06/03/16:11:26.333575,83
2024/06/03/16:11:26.348807,83
2024/06/03/16:11:26.367118,83
2024/06/03/16:11:26.382512,83
2024/06/03/16:11:26.398650,83
2024/06/03/16:11:26.414798,83
2024/06/03/16:11:26.432484,83
2024/06/03/16:11:26.451655,83
2024/06/03/16:11:26.470557,83
2024/06/03/16:11:26.482441,83
2024/06/03/16:11:26.501922,83
2024/06/03/16:11:26.517476,83
2024/06/03/16:11:26.533965,83
2024/06/03/16:11:26.551928,83
2024/06/03/16:11:26.565603,83
2024/06/03/16:11:26.582404,83
2024/06/03/16:11:26.597928,83
2024/06/03/16:11:26.615545,83
2024/06/03/16:11:26.631355,83
2024/06/03/16:11:26.648900,83
2024/06/03/16:11:26.667761,83
2024/06/03/16:11:26.682472,83
2024/06/03/16:11:26.699649,83
2024/06/03/16:11:26.715765,83
2024/06/03/16:11:26.733527,83
2024/06/03/16:11:26.748775,83
2024/06/03/16:11:26.765816,83
2024/06/03/16:11:26.782303,83
2024/06/03/16:11:26.798111,83
2024/06/03/16:11:26.816015,83
2024/06/03/16:11:26.831912,83
2024/06/03/16:11:26.849272,83
2024/06/03/16:11:26.865084,83
2024/06/03/16:11:26.882093,83
2024/06/03/16:11:26.898952,83
2024/06/03/16:11:26.915174,83
2024/06/03/16:11:26.932433,83
2024/06/03/16:11:26.948684,83
2024/06/03/16:11:26.965782,83
2024/06/03/16:11:26.982296,83
2024/06/03/16:11:26.999582,83
2024/06/03/16:11:27.016803,83
2024/06/03/16:11:27.032544,83
2024/06/03/16:11:27.048993,83
2024/06/03/16:11:27.066159,83
2024/06/03/16:11:27.082762,83
2024/06/03/16:11:27.100217,83
2024/06/03/16:11:27.114988,83
2024/06/03/16:11:27.134614,84
2024/06/03/16:11:27.152013,84
2024/06/03/16:11:27.165521,84
2024/06/03/16:11:27.182031,84
2024/06/03/16:11:27.198779,84
2024/06/03/16:11:27.215192,84
2024/06/03/16:11:27.232311,84
2024/06/03/16:11:27.249461,84
2024/06/03/16:11:27.269244,84
2024/06/03/16:11:27.283144,85
2024/06/03/16:11:27.299548,85
2024/06/03/16:11:27.317204,85
2024/06/03/16:11:27.335561,85
2024/06/03/16:11:27.351459,85
2024/06/03/16:11:27.365901,85
2024/06/03/16:11:27.382613,85
2024/06/03/16:11:27.399632,85
2024/06/03/16:11:27.414986,85
2024/06/03/16:11:27.432901,85
2024/06/03/16:11:27.449221,85
2024/06/03/16:11:27.465605,85
2024/06/03/16:11:27.482580,85
2024/06/03/16:11:27.498224,85
2024/06/03/16:11:27.516424,85
2024/06/03/16:11:27.533061,85
2024/06/03/16:11:27.548863,85
2024/06/03/16:11:27.566167,85
2024/06/03/16:11:27.582575,85
2024/06/03/16:11:27.598081,85
2024/06/03/16:11:27.614959,85
2024/06/03/16:11:27.631886,85
2024/06/03/16:11:27.648124,85
2024/06/03/16:11:27.665537,85
2024/06/03/16:11:27.680302,85
2024/06/03/16:11:27.699475,85
2024/06/03/16:11:27.715011,85
2024/06/03/16:11:27.732547,85
2024/06/03/16:11:27.748576,85
2024/06/03/16:11:27.765129,85
2024/06/03/16:11:27.782228,85
2024/06/03/16:11:27.798855,85
2024/06/03/16:11:27.817548,85
2024/06/03/16:11:27.832145,85
2024/06/03/16:11:27.848365,85
2024/06/03/16:11:27.867272,85
2024/06/03/16:11:27.882547,85
2024/06/03/16:11:27.901468,85
2024/06/03/16:11:27.915544,85
2024/06/03/16:11:27.930963,85
2024/06/03/16:11:27.948853,85
2024/06/03/16:11:27.966903,85
2024/06/03/16:11:27.981487,85
2024/06/03/16:11:27.998638,85
2024/06/03/16:11:28.017198,85
2024/06/03/16:11:28.032872,86
2024/06/03/16:11:28.049916,86
2024/06/03/16:11:28.065342,86
2024/06/03/16:11:28.083961,86
2024/06/03/16:11:28.099847,86
2024/06/03/16:11:28.115196,86
2024/06/03/16:11:28.132271,86
2024/06/03/16:11:28.148185,86
2024/06/03/16:11:28.165540,86
2024/06/03/16:11:28.182108,86
2024/06/03/16:11:28.198722,86
2024/06/03/16:11:28.215470,86
2024/06/03/16:11:28.233296,86
2024/06/03/16:11:28.249162,86
2024/06/03/16:11:28.264773,86
2024/06/03/16:11:28.282477,87
2024/06/03/16:11:28.299443,87
2024/06/03/16:11:28.314525,87
2024/06/03/16:11:28.332708,87
2024/06/03/16:11:28.349229,87
2024/06/03/16:11:28.364764,87
2024/06/03/16:11:28.382398,87
2024/06/03/16:11:28.398604,87
2024/06/03/16:11:28.415473,87
2024/06/03/16:11:28.432539,87
2024/06/03/16:11:28.448889,87
2024/06/03/16:11:28.466649,87
2024/06/03/16:11:28.483594,87
2024/06/03/16:11:28.497995,88
2024/06/03/16:11:28.515567,88
2024/06/03/16:11:28.532328,88
2024/06/03/16:11:28.549352,88
2024/06/03/16:11:28.565663,88
2024/06/03/16:11:28.582860,88
2024/06/03/16:11:28.601397,88
2024/06/03/16:11:28.616279,88
2024/06/03/16:11:28.632903,88
2024/06/03/16:11:28.649366,88
2024/06/03/16:11:28.666275,88
2024/06/03/16:11:28.681542,88
2024/06/03/16:11:28.699020,88
2024/06/03/16:11:28.715785,88
2024/06/03/16:11:28.732854,88
2024/06/03/16:11:28.750368,88
2024/06/03/16:11:28.764651,88
2024/06/03/16:11:28.782242,88
2024/06/03/16:11:28.799314,88
2024/06/03/16:11:28.818031,88
2024/06/03/16:11:28.832901,88
2024/06/03/16:11:28.849714,88
2024/06/03/16:11:28.865991,88
2024/06/03/16:11:28.882535,88
2024/06/03/16:11:28.899270,88
2024/06/03/16:11:28.915381,89
2024/06/03/16:11:28.933091,89
2024/06/03/16:11:28.950236,90
2024/06/03/16:11:28.965721,90
2024/06/03/16:11:28.981547,90
2024/06/03/16:11:28.999254,90
2024/06/03/16:11:29.015212,90
2024/06/03/16:11:29.032073,90
2024/06/03/16:11:29.047943,90
2024/06/03/16:11:29.065367,90
2024/06/03/16:11:29.082015,90
2024/06/03/16:11:29.098317,90
2024/06/03/16:11:29.115789,90
2024/06/03/16:11:29.131425,90
2024/06/03/16:11:29.149835,90
2024/06/03/16:11:29.165668,90
2024/06/03/16:11:29.181943,90
2024/06/03/16:11:29.198484,90
2024/06/03/16:11:29.215800,90
2024/06/03/16:11:29.231312,90
2024/06/03/16:11:29.248276,90
2024/06/03/16:11:29.265150,90
2024/06/03/16:11:29.281520,90
2024/06/03/16:11:29.298237,90
2024/06/03/16:11:29.315852,90
2024/06/03/16:11:29.331537,90
2024/06/03/16:11:29.348665,90
2024/06/03/16:11:29.364702,90
2024/06/03/16:11:29.382729,90
2024/06/03/16:11:29.401811,91
2024/06/03/16:11:29.415954,91
2024/06/03/16:11:29.431581,91
2024/06/03/16:11:29.449854,91
2024/06/03/16:11:29.465989,91
2024/06/03/16:11:29.483975,91
2024/06/03/16:11:29.499012,91
2024/06/03/16:11:29.516290,91
2024/06/03/16:11:29.532139,91
2024/06/03/16:11:29.549895,91
2024/06/03/16:11:29.566131,91
2024/06/03/16:11:29.582197,91
2024/06/03/16:11:29.600047,91
2024/06/03/16:11:29.618061,91
2024/06/03/16:11:29.636928,91
2024/06/03/16:11:29.650450,91
2024/06/03/16:11:29.667939,91
2024/06/03/16:11:29.685038,91
2024/06/03/16:11:29.698810,91
2024/06/03/16:11:29.715340,91
2024/06/03/16:11:29.733133,91
2024/06/03/16:11:29.749954,91
2024/06/03/16:11:29.765691,91
2024/06/03/16:11:29.782950,91
2024/06/03/16:11:29.798916,91
2024/06/03/16:11:29.815509,91
2024/06/03/16:11:29.834288,91
2024/06/03/16:11:29.848464,91
2024/06/03/16:11:29.866213,91
2024/06/03/16:11:29.881088,91
2024/06/03/16:11:29.899537,91
2024/06/03/16:11:29.914551,91
2024/06/03/16:11:29.932615,91
2024/06/03/16:11:29.949634,91
2024/06/03/16:11:29.966182,91
2024/06/03/16:11:29.982659,91
2024/06/03/16:11:29.999376,91
2024/06/03/16:11:30.015212,91
2024/06/03/16:11:30.032088,91
2024/06/03/16:11:30.049387,91
2024/06/03/16:11:30.065674,91
2024/06/03/16:11:30.080794,91
2024/06/03/16:11:30.102169,91
2024/06/03/16:11:30.114929,91
