time,.data
2024/06/03/16:10:47.584764,50
2024/06/03/16:10:47.600022,50
2024/06/03/16:10:47.615641,50
2024/06/03/16:10:47.631602,50
2024/06/03/16:10:47.648484,50
2024/06/03/16:10:47.665641,50
2024/06/03/16:10:47.681764,50
2024/06/03/16:10:47.698683,50
2024/06/03/16:10:47.714994,50
2024/06/03/16:10:47.731538,50
2024/06/03/16:10:47.748885,50
2024/06/03/16:10:47.765407,50
2024/06/03/16:10:47.782022,50
2024/06/03/16:10:47.798224,50
2024/06/03/16:10:47.815978,50
2024/06/03/16:10:47.831613,50
2024/06/03/16:10:47.848566,50
2024/06/03/16:10:47.866952,50
2024/06/03/16:10:47.884830,50
2024/06/03/16:10:47.899840,50
2024/06/03/16:10:47.914702,50
2024/06/03/16:10:47.932324,50
2024/06/03/16:10:47.949139,50
2024/06/03/16:10:47.964253,50
2024/06/03/16:10:47.981198,50
2024/06/03/16:10:47.999415,50
2024/06/03/16:10:48.016424,50
2024/06/03/16:10:48.032106,50
2024/06/03/16:10:48.048781,50
2024/06/03/16:10:48.066684,50
2024/06/03/16:10:48.083297,50
2024/06/03/16:10:48.099011,50
2024/06/03/16:10:48.113492,50
2024/06/03/16:10:48.131145,50
2024/06/03/16:10:48.149266,50
2024/06/03/16:10:48.165375,50
2024/06/03/16:10:48.181551,50
2024/06/03/16:10:48.200262,50
2024/06/03/16:10:48.216817,50
2024/06/03/16:10:48.233440,50
2024/06/03/16:10:48.249979,50
2024/06/03/16:10:48.265638,50
2024/06/03/16:10:48.284460,50
2024/06/03/16:10:48.301714,50
2024/06/03/16:10:48.319585,50
2024/06/03/16:10:48.330562,50
2024/06/03/16:10:48.349230,50
2024/06/03/16:10:48.365421,50
2024/06/03/16:10:48.383102,50
2024/06/03/16:10:48.398509,50
2024/06/03/16:10:48.416140,50
2024/06/03/16:10:48.435209,50
2024/06/03/16:10:48.449979,50
2024/06/03/16:10:48.466809,50
2024/06/03/16:10:48.482706,50
2024/06/03/16:10:48.499305,50
2024/06/03/16:10:48.514777,50
2024/06/03/16:10:48.531408,50
2024/06/03/16:10:48.548008,50
2024/06/03/16:10:48.565211,50
2024/06/03/16:10:48.582003,50
2024/06/03/16:10:48.598965,50
2024/06/03/16:10:48.615312,50
2024/06/03/16:10:48.633823,50
2024/06/03/16:10:48.649680,50
2024/06/03/16:10:48.663761,50
2024/06/03/16:10:48.683750,50
2024/06/03/16:10:48.699198,50
2024/06/03/16:10:48.715410,50
2024/06/03/16:10:48.732910,50
2024/06/03/16:10:48.748565,50
2024/06/03/16:10:48.766664,50
2024/06/03/16:10:48.782431,50
2024/06/03/16:10:48.798344,50
2024/06/03/16:10:48.814842,50
2024/06/03/16:10:48.830112,50
2024/06/03/16:10:48.851011,50
2024/06/03/16:10:48.866898,50
2024/06/03/16:10:48.882804,50
2024/06/03/16:10:48.899442,50
2024/06/03/16:10:48.916539,50
2024/06/03/16:10:48.931960,50
2024/06/03/16:10:48.949432,50
2024/06/03/16:10:48.964977,50
2024/06/03/16:10:48.982681,50
2024/06/03/16:10:48.999899,50
2024/06/03/16:10:49.017330,50
2024/06/03/16:10:49.033787,50
2024/06/03/16:10:49.049342,50
2024/06/03/16:10:49.066135,50
2024/06/03/16:10:49.084699,50
2024/06/03/16:10:49.100208,50
2024/06/03/16:10:49.116362,50
2024/06/03/16:10:49.133277,50
2024/06/03/16:10:49.149112,50
2024/06/03/16:10:49.165668,50
2024/06/03/16:10:49.183146,50
2024/06/03/16:10:49.201547,50
2024/06/03/16:10:49.216613,50
2024/06/03/16:10:49.233278,50
2024/06/03/16:10:49.248851,50
2024/06/03/16:10:49.266879,50
2024/06/03/16:10:49.283327,50
2024/06/03/16:10:49.301029,50
2024/06/03/16:10:49.317378,50
2024/06/03/16:10:49.332490,50
2024/06/03/16:10:49.349268,50
2024/06/03/16:10:49.365878,50
2024/06/03/16:10:49.382466,50
2024/06/03/16:10:49.399145,50
2024/06/03/16:10:49.416639,50
2024/06/03/16:10:49.432912,50
2024/06/03/16:10:49.447197,50
2024/06/03/16:10:49.465218,50
2024/06/03/16:10:49.482817,50
2024/06/03/16:10:49.498824,50
2024/06/03/16:10:49.514425,50
2024/06/03/16:10:49.532917,50
2024/06/03/16:10:49.547287,50
2024/06/03/16:10:49.565121,50
2024/06/03/16:10:49.582259,50
2024/06/03/16:10:49.598096,50
2024/06/03/16:10:49.616000,50
2024/06/03/16:10:49.631986,50
2024/06/03/16:10:49.649503,50
2024/06/03/16:10:49.665313,50
2024/06/03/16:10:49.681134,50
2024/06/03/16:10:49.697488,50
2024/06/03/16:10:49.715812,50
2024/06/03/16:10:49.731353,50
2024/06/03/16:10:49.748716,50
2024/06/03/16:10:49.765532,50
2024/06/03/16:10:49.783053,50
2024/06/03/16:10:49.798946,50
2024/06/03/16:10:49.815797,50
2024/06/03/16:10:49.833861,50
2024/06/03/16:10:49.851833,50
2024/06/03/16:10:49.865013,50
2024/06/03/16:10:49.886292,50
2024/06/03/16:10:49.900099,50
2024/06/03/16:10:49.916508,50
2024/06/03/16:10:49.932159,50
2024/06/03/16:10:49.949171,50
2024/06/03/16:10:49.967109,50
2024/06/03/16:10:49.981704,50
2024/06/03/16:10:49.999795,50
2024/06/03/16:10:50.015340,50
2024/06/03/16:10:50.032785,50
2024/06/03/16:10:50.047980,50
2024/06/03/16:10:50.066380,50
2024/06/03/16:10:50.082280,50
2024/06/03/16:10:50.098849,50
2024/06/03/16:10:50.113973,50
2024/06/03/16:10:50.130638,50
2024/06/03/16:10:50.148750,50
2024/06/03/16:10:50.163941,50
2024/06/03/16:10:50.182941,50
2024/06/03/16:10:50.200003,50
2024/06/03/16:10:50.216545,50
2024/06/03/16:10:50.230718,50
2024/06/03/16:10:50.247361,50
2024/06/03/16:10:50.264958,50
2024/06/03/16:10:50.280992,50
2024/06/03/16:10:50.297786,50
2024/06/03/16:10:50.316239,50
2024/06/03/16:10:50.331595,50
2024/06/03/16:10:50.348398,50
2024/06/03/16:10:50.365294,50
2024/06/03/16:10:50.382425,50
2024/06/03/16:10:50.399640,50
2024/06/03/16:10:50.415768,50
2024/06/03/16:10:50.432218,50
2024/06/03/16:10:50.448200,50
2024/06/03/16:10:50.465600,50
2024/06/03/16:10:50.482486,50
2024/06/03/16:10:50.499398,50
2024/06/03/16:10:50.517702,50
2024/06/03/16:10:50.534200,50
2024/06/03/16:10:50.550942,50
2024/06/03/16:10:50.568141,50
2024/06/03/16:10:50.583205,50
2024/06/03/16:10:50.601369,50
2024/06/03/16:10:50.619358,50
2024/06/03/16:10:50.634089,50
2024/06/03/16:10:50.651212,51
2024/06/03/16:10:50.667640,52
2024/06/03/16:10:50.681786,52
2024/06/03/16:10:50.698932,52
2024/06/03/16:10:50.716474,52
2024/06/03/16:10:50.734360,52
2024/06/03/16:10:50.749012,52
2024/06/03/16:10:50.766901,52
2024/06/03/16:10:50.782285,52
2024/06/03/16:10:50.801851,52
2024/06/03/16:10:50.815374,52
2024/06/03/16:10:50.832856,52
2024/06/03/16:10:50.848199,52
2024/06/03/16:10:50.865828,52
2024/06/03/16:10:50.882342,52
2024/06/03/16:10:50.899094,52
2024/06/03/16:10:50.915325,52
2024/06/03/16:10:50.932197,52
2024/06/03/16:10:50.949555,53
2024/06/03/16:10:50.965657,53
2024/06/03/16:10:50.982635,53
2024/06/03/16:10:50.998808,53
2024/06/03/16:10:51.016153,53
2024/06/03/16:10:51.032033,53
2024/06/03/16:10:51.050231,53
2024/06/03/16:10:51.064879,53
2024/06/03/16:10:51.081554,53
2024/06/03/16:10:51.099170,53
2024/06/03/16:10:51.116326,53
2024/06/03/16:10:51.131624,53
2024/06/03/16:10:51.149347,53
2024/06/03/16:10:51.166624,53
2024/06/03/16:10:51.182446,53
2024/06/03/16:10:51.198226,53
2024/06/03/16:10:51.214661,53
2024/06/03/16:10:51.232069,53
2024/06/03/16:10:51.249711,53
2024/06/03/16:10:51.266293,53
2024/06/03/16:10:51.281462,53
2024/06/03/16:10:51.298955,53
2024/06/03/16:10:51.314343,53
2024/06/03/16:10:51.333104,53
2024/06/03/16:10:51.350112,54
2024/06/03/16:10:51.368714,54
2024/06/03/16:10:51.387235,54
2024/06/03/16:10:51.401505,54
2024/06/03/16:10:51.416140,54
2024/06/03/16:10:51.433409,54
2024/06/03/16:10:51.448931,54
2024/06/03/16:10:51.466359,54
2024/06/03/16:10:51.482381,55
2024/06/03/16:10:51.499560,55
2024/06/03/16:10:51.515537,55
2024/06/03/16:10:51.532631,55
2024/06/03/16:10:51.548730,55
2024/06/03/16:10:51.566391,55
2024/06/03/16:10:51.582653,55
2024/06/03/16:10:51.599838,55
2024/06/03/16:10:51.614566,55
2024/06/03/16:10:51.632362,56
2024/06/03/16:10:51.649352,56
2024/06/03/16:10:51.666019,56
2024/06/03/16:10:51.682616,56
2024/06/03/16:10:51.699156,56
2024/06/03/16:10:51.715590,57
2024/06/03/16:10:51.732630,57
2024/06/03/16:10:51.748595,57
2024/06/03/16:10:51.765573,57
2024/06/03/16:10:51.782629,57
2024/06/03/16:10:51.798836,57
2024/06/03/16:10:51.816390,57
2024/06/03/16:10:51.832880,57
2024/06/03/16:10:51.849441,57
2024/06/03/16:10:51.865549,57
2024/06/03/16:10:51.882756,57
2024/06/03/16:10:51.900142,57
2024/06/03/16:10:51.915584,57
2024/06/03/16:10:51.932613,57
2024/06/03/16:10:51.949617,57
2024/06/03/16:10:51.966330,57
2024/06/03/16:10:51.982910,57
2024/06/03/16:10:51.999037,57
2024/06/03/16:10:52.016950,57
2024/06/03/16:10:52.032396,57
2024/06/03/16:10:52.053060,58
2024/06/03/16:10:52.065859,58
2024/06/03/16:10:52.082084,58
2024/06/03/16:10:52.099521,58
2024/06/03/16:10:52.115836,58
2024/06/03/16:10:52.132417,58
2024/06/03/16:10:52.153091,58
2024/06/03/16:10:52.167671,58
2024/06/03/16:10:52.182707,58
2024/06/03/16:10:52.198477,58
2024/06/03/16:10:52.217503,58
2024/06/03/16:10:52.233420,58
2024/06/03/16:10:52.249893,58
2024/06/03/16:10:52.265694,59
2024/06/03/16:10:52.282955,59
2024/06/03/16:10:52.300118,59
2024/06/03/16:10:52.315379,59
2024/06/03/16:10:52.335807,59
2024/06/03/16:10:52.349839,59
2024/06/03/16:10:52.366214,59
2024/06/03/16:10:52.382212,59
2024/06/03/16:10:52.400456,59
2024/06/03/16:10:52.416003,59
2024/06/03/16:10:52.432816,59
2024/06/03/16:10:52.449526,59
2024/06/03/16:10:52.466108,59
2024/06/03/16:10:52.482795,59
2024/06/03/16:10:52.499231,59
2024/06/03/16:10:52.516127,59
2024/06/03/16:10:52.532803,59
2024/06/03/16:10:52.548929,59
2024/06/03/16:10:52.566071,59
2024/06/03/16:10:52.581494,59
2024/06/03/16:10:52.598977,59
2024/06/03/16:10:52.616030,59
2024/06/03/16:10:52.632571,59
2024/06/03/16:10:52.648771,59
2024/06/03/16:10:52.667751,59
2024/06/03/16:10:52.681955,59
2024/06/03/16:10:52.698584,59
2024/06/03/16:10:52.716942,59
2024/06/03/16:10:52.731864,59
2024/06/03/16:10:52.749279,59
2024/06/03/16:10:52.764616,59
2024/06/03/16:10:52.781258,59
2024/06/03/16:10:52.798867,59
2024/06/03/16:10:52.814682,59
2024/06/03/16:10:52.832526,59
2024/06/03/16:10:52.848591,59
2024/06/03/16:10:52.868165,59
2024/06/03/16:10:52.882856,59
2024/06/03/16:10:52.900994,59
2024/06/03/16:10:52.920665,59
2024/06/03/16:10:52.934907,59
2024/06/03/16:10:52.949004,59
2024/06/03/16:10:52.967543,59
2024/06/03/16:10:52.982153,59
2024/06/03/16:10:52.999428,59
2024/06/03/16:10:53.016999,59
2024/06/03/16:10:53.031843,59
2024/06/03/16:10:53.049006,59
2024/06/03/16:10:53.065466,59
2024/06/03/16:10:53.084579,59
2024/06/03/16:10:53.098838,59
2024/06/03/16:10:53.115985,59
2024/06/03/16:10:53.132738,59
2024/06/03/16:10:53.149285,59
2024/06/03/16:10:53.164958,59
2024/06/03/16:10:53.182603,59
2024/06/03/16:10:53.199468,59
2024/06/03/16:10:53.214915,59
2024/06/03/16:10:53.232502,59
2024/06/03/16:10:53.248562,59
2024/06/03/16:10:53.272505,59
2024/06/03/16:10:53.282187,59
2024/06/03/16:10:53.299248,59
2024/06/03/16:10:53.315081,59
2024/06/03/16:10:53.332440,59
2024/06/03/16:10:53.347935,59
2024/06/03/16:10:53.365728,59
2024/06/03/16:10:53.382352,59
2024/06/03/16:10:53.398146,59
2024/06/03/16:10:53.414280,59
2024/06/03/16:10:53.430637,59
2024/06/03/16:10:53.449750,59
2024/06/03/16:10:53.466440,59
2024/06/03/16:10:53.482292,59
2024/06/03/16:10:53.500196,59
2024/06/03/16:10:53.515172,59
2024/06/03/16:10:53.532858,59
2024/06/03/16:10:53.548258,59
2024/06/03/16:10:53.566527,59
2024/06/03/16:10:53.582817,59
2024/06/03/16:10:53.598212,59
2024/06/03/16:10:53.615691,59
2024/06/03/16:10:53.635166,59
2024/06/03/16:10:53.649663,59
2024/06/03/16:10:53.668731,59
2024/06/03/16:10:53.683561,59
2024/06/03/16:10:53.701908,59
2024/06/03/16:10:53.716580,59
2024/06/03/16:10:53.731618,59
2024/06/03/16:10:53.748440,59
2024/06/03/16:10:53.766305,59
2024/06/03/16:10:53.783926,59
2024/06/03/16:10:53.800492,59
2024/06/03/16:10:53.815749,59
2024/06/03/16:10:53.832531,59
2024/06/03/16:10:53.850516,59
2024/06/03/16:10:53.865294,59
2024/06/03/16:10:53.884880,59
2024/06/03/16:10:53.899235,59
2024/06/03/16:10:53.916975,59
2024/06/03/16:10:53.931102,59
2024/06/03/16:10:53.949106,59
2024/06/03/16:10:53.965900,59
2024/06/03/16:10:53.980863,59
2024/06/03/16:10:53.999342,59
2024/06/03/16:10:54.015241,59
2024/06/03/16:10:54.032197,59
2024/06/03/16:10:54.049388,59
2024/06/03/16:10:54.065039,59
2024/06/03/16:10:54.082139,59
2024/06/03/16:10:54.097554,59
2024/06/03/16:10:54.116315,59
2024/06/03/16:10:54.130695,59
2024/06/03/16:10:54.147129,59
2024/06/03/16:10:54.165425,59
2024/06/03/16:10:54.182949,59
2024/06/03/16:10:54.199336,59
2024/06/03/16:10:54.215135,59
2024/06/03/16:10:54.232530,59
2024/06/03/16:10:54.247270,59
2024/06/03/16:10:54.268219,59
2024/06/03/16:10:54.282881,59
2024/06/03/16:10:54.299583,59
2024/06/03/16:10:54.317077,59
2024/06/03/16:10:54.333382,59
2024/06/03/16:10:54.348655,59
2024/06/03/16:10:54.364164,59
2024/06/03/16:10:54.381308,59
2024/06/03/16:10:54.399042,59
2024/06/03/16:10:54.415781,59
2024/06/03/16:10:54.432898,59
2024/06/03/16:10:54.449791,59
2024/06/03/16:10:54.466717,59
2024/06/03/16:10:54.483771,59
2024/06/03/16:10:54.500431,59
2024/06/03/16:10:54.515423,59
2024/06/03/16:10:54.533597,59
2024/06/03/16:10:54.549539,59
2024/06/03/16:10:54.567036,59
2024/06/03/16:10:54.581454,59
2024/06/03/16:10:54.599451,59
2024/06/03/16:10:54.615958,59
2024/06/03/16:10:54.631779,59
2024/06/03/16:10:54.648949,59
2024/06/03/16:10:54.667161,59
2024/06/03/16:10:54.682889,59
2024/06/03/16:10:54.699218,59
2024/06/03/16:10:54.717625,59
2024/06/03/16:10:54.735899,59
2024/06/03/16:10:54.750983,59
2024/06/03/16:10:54.764461,59
2024/06/03/16:10:54.782570,59
2024/06/03/16:10:54.799279,59
2024/06/03/16:10:54.814864,59
2024/06/03/16:10:54.831687,59
2024/06/03/16:10:54.847638,59
2024/06/03/16:10:54.866176,59
2024/06/03/16:10:54.882676,59
2024/06/03/16:10:54.900134,59
2024/06/03/16:10:54.916647,59
2024/06/03/16:10:54.932819,59
2024/06/03/16:10:54.949093,59
2024/06/03/16:10:54.965672,59
2024/06/03/16:10:54.980203,59
2024/06/03/16:10:54.998637,59
2024/06/03/16:10:55.015128,59
2024/06/03/16:10:55.032294,59
2024/06/03/16:10:55.049083,59
2024/06/03/16:10:55.066490,59
2024/06/03/16:10:55.080177,59
2024/06/03/16:10:55.099368,59
2024/06/03/16:10:55.116185,59
2024/06/03/16:10:55.132025,59
2024/06/03/16:10:55.148913,59
2024/06/03/16:10:55.165166,59
2024/06/03/16:10:55.180672,59
2024/06/03/16:10:55.200063,59
2024/06/03/16:10:55.214260,59
2024/06/03/16:10:55.231897,59
2024/06/03/16:10:55.249573,59
2024/06/03/16:10:55.267873,59
2024/06/03/16:10:55.283677,59
2024/06/03/16:10:55.299199,59
2024/06/03/16:10:55.315280,59
2024/06/03/16:10:55.331987,59
2024/06/03/16:10:55.349228,59
2024/06/03/16:10:55.365242,59
2024/06/03/16:10:55.382061,59
2024/06/03/16:10:55.400571,59
2024/06/03/16:10:55.415085,59
2024/06/03/16:10:55.431422,59
2024/06/03/16:10:55.449276,59
2024/06/03/16:10:55.465820,59
2024/06/03/16:10:55.482013,59
2024/06/03/16:10:55.498450,59
2024/06/03/16:10:55.516872,59
2024/06/03/16:10:55.532464,59
2024/06/03/16:10:55.549308,59
2024/06/03/16:10:55.565610,59
2024/06/03/16:10:55.580971,59
2024/06/03/16:10:55.599046,59
2024/06/03/16:10:55.614130,59
2024/06/03/16:10:55.631984,59
2024/06/03/16:10:55.648381,59
2024/06/03/16:10:55.665158,59
2024/06/03/16:10:55.681268,59
2024/06/03/16:10:55.699272,59
2024/06/03/16:10:55.715046,59
2024/06/03/16:10:55.731673,59
2024/06/03/16:10:55.748360,59
2024/06/03/16:10:55.765413,59
2024/06/03/16:10:55.782776,59
2024/06/03/16:10:55.799616,59
2024/06/03/16:10:55.817379,59
2024/06/03/16:10:55.832379,59
2024/06/03/16:10:55.849020,59
2024/06/03/16:10:55.865578,59
2024/06/03/16:10:55.882445,59
2024/06/03/16:10:55.899039,59
2024/06/03/16:10:55.916665,59
2024/06/03/16:10:55.932880,59
2024/06/03/16:10:55.948836,59
2024/06/03/16:10:55.965659,59
2024/06/03/16:10:55.981794,59
2024/06/03/16:10:56.001336,59
2024/06/03/16:10:56.016800,59
2024/06/03/16:10:56.031525,59
2024/06/03/16:10:56.049164,59
2024/06/03/16:10:56.063763,59
2024/06/03/16:10:56.082071,59
2024/06/03/16:10:56.098507,59
2024/06/03/16:10:56.114628,59
2024/06/03/16:10:56.132684,59
2024/06/03/16:10:56.149293,59
2024/06/03/16:10:56.164512,59
2024/06/03/16:10:56.182717,59
2024/06/03/16:10:56.199052,59
2024/06/03/16:10:56.216146,59
2024/06/03/16:10:56.234813,59
2024/06/03/16:10:56.250005,59
2024/06/03/16:10:56.273149,59
2024/06/03/16:10:56.282233,59
2024/06/03/16:10:56.299302,59
2024/06/03/16:10:56.315230,59
2024/06/03/16:10:56.332380,59
2024/06/03/16:10:56.348158,59
2024/06/03/16:10:56.365901,59
2024/06/03/16:10:56.381979,59
2024/06/03/16:10:56.398308,59
2024/06/03/16:10:56.414717,59
2024/06/03/16:10:56.431981,59
2024/06/03/16:10:56.449152,59
2024/06/03/16:10:56.466236,59
2024/06/03/16:10:56.481418,59
2024/06/03/16:10:56.499196,59
2024/06/03/16:10:56.516153,59
2024/06/03/16:10:56.532665,59
2024/06/03/16:10:56.548797,59
2024/06/03/16:10:56.565869,59
2024/06/03/16:10:56.582236,59
2024/06/03/16:10:56.598681,59
2024/06/03/16:10:56.615607,59
2024/06/03/16:10:56.632998,59
2024/06/03/16:10:56.649338,59
2024/06/03/16:10:56.664804,59
2024/06/03/16:10:56.682470,59
2024/06/03/16:10:56.698921,59
2024/06/03/16:10:56.713991,59
2024/06/03/16:10:56.730874,59
2024/06/03/16:10:56.748700,59
2024/06/03/16:10:56.767173,59
2024/06/03/16:10:56.784074,59
2024/06/03/16:10:56.801780,59
2024/06/03/16:10:56.817482,59
2024/06/03/16:10:56.834019,59
2024/06/03/16:10:56.849833,59
2024/06/03/16:10:56.866797,59
2024/06/03/16:10:56.883029,59
2024/06/03/16:10:56.900387,59
2024/06/03/16:10:56.917234,59
2024/06/03/16:10:56.932703,59
2024/06/03/16:10:56.949142,59
2024/06/03/16:10:56.966851,59
2024/06/03/16:10:56.981721,59
2024/06/03/16:10:57.002364,59
2024/06/03/16:10:57.018932,59
2024/06/03/16:10:57.031919,59
2024/06/03/16:10:57.049360,59
2024/06/03/16:10:57.066943,59
2024/06/03/16:10:57.082734,59
2024/06/03/16:10:57.098734,59
2024/06/03/16:10:57.115026,59
2024/06/03/16:10:57.131878,59
2024/06/03/16:10:57.148582,59
2024/06/03/16:10:57.166145,59
2024/06/03/16:10:57.182294,59
2024/06/03/16:10:57.199969,59
2024/06/03/16:10:57.216040,59
2024/06/03/16:10:57.232415,59
2024/06/03/16:10:57.248749,59
2024/06/03/16:10:57.270079,59
2024/06/03/16:10:57.282366,59
2024/06/03/16:10:57.299824,59
2024/06/03/16:10:57.315898,59
2024/06/03/16:10:57.333939,59
2024/06/03/16:10:57.348943,59
2024/06/03/16:10:57.365453,59
2024/06/03/16:10:57.382027,59
2024/06/03/16:10:57.399049,59
2024/06/03/16:10:57.415650,59
2024/06/03/16:10:57.432644,59
2024/06/03/16:10:57.450480,59
2024/06/03/16:10:57.466240,59
2024/06/03/16:10:57.482678,59
2024/06/03/16:10:57.498566,59
2024/06/03/16:10:57.516288,59
2024/06/03/16:10:57.533039,59
2024/06/03/16:10:57.549372,59
2024/06/03/16:10:57.567419,59
2024/06/03/16:10:57.583280,59
2024/06/03/16:10:57.599869,59
2024/06/03/16:10:57.615647,59
2024/06/03/16:10:57.632734,59
2024/06/03/16:10:57.650710,59
2024/06/03/16:10:57.667310,59
2024/06/03/16:10:57.682586,59
2024/06/03/16:10:57.701278,59
2024/06/03/16:10:57.714499,59
2024/06/03/16:10:57.731754,59
2024/06/03/16:10:57.748952,59
2024/06/03/16:10:57.765675,59
2024/06/03/16:10:57.782607,59
2024/06/03/16:10:57.803786,59
2024/06/03/16:10:57.819568,59
2024/06/03/16:10:57.832426,59
2024/06/03/16:10:57.848480,59
2024/06/03/16:10:57.864519,59
2024/06/03/16:10:57.881617,59
2024/06/03/16:10:57.899853,59
2024/06/03/16:10:57.916454,59
2024/06/03/16:10:57.932785,59
2024/06/03/16:10:57.949677,59
2024/06/03/16:10:57.964694,59
2024/06/03/16:10:57.982755,59
2024/06/03/16:10:57.998396,59
2024/06/03/16:10:58.017361,59
2024/06/03/16:10:58.031908,59
2024/06/03/16:10:58.049008,59
2024/06/03/16:10:58.064808,59
2024/06/03/16:10:58.082289,59
2024/06/03/16:10:58.099617,59
2024/06/03/16:10:58.115087,59
2024/06/03/16:10:58.133133,59
2024/06/03/16:10:58.153482,59
2024/06/03/16:10:58.166774,59
2024/06/03/16:10:58.182117,59
2024/06/03/16:10:58.199110,59
2024/06/03/16:10:58.214501,59
2024/06/03/16:10:58.232553,59
2024/06/03/16:10:58.248058,59
2024/06/03/16:10:58.269892,59
2024/06/03/16:10:58.284139,59
2024/06/03/16:10:58.299729,59
2024/06/03/16:10:58.316786,59
2024/06/03/16:10:58.332948,59
2024/06/03/16:10:58.350591,59
2024/06/03/16:10:58.365628,59
2024/06/03/16:10:58.384285,59
2024/06/03/16:10:58.400026,59
2024/06/03/16:10:58.416184,60
2024/06/03/16:10:58.433613,60
2024/06/03/16:10:58.452652,60
2024/06/03/16:10:58.465291,61
2024/06/03/16:10:58.482491,62
2024/06/03/16:10:58.499354,62
2024/06/03/16:10:58.516470,62
2024/06/03/16:10:58.533062,63
2024/06/03/16:10:58.550358,63
2024/06/03/16:10:58.565629,63
2024/06/03/16:10:58.582555,63
2024/06/03/16:10:58.597087,63
2024/06/03/16:10:58.614874,63
2024/06/03/16:10:58.632531,63
2024/06/03/16:10:58.649316,63
2024/06/03/16:10:58.664677,63
2024/06/03/16:10:58.680738,63
2024/06/03/16:10:58.698890,63
2024/06/03/16:10:58.715468,63
2024/06/03/16:10:58.732869,63
2024/06/03/16:10:58.749315,63
2024/06/03/16:10:58.765117,63
2024/06/03/16:10:58.782921,63
2024/06/03/16:10:58.798711,63
2024/06/03/16:10:58.815931,64
2024/06/03/16:10:58.832594,64
2024/06/03/16:10:58.848767,64
2024/06/03/16:10:58.865741,64
2024/06/03/16:10:58.881256,64
2024/06/03/16:10:58.899541,64
2024/06/03/16:10:58.915160,64
2024/06/03/16:10:58.932304,64
2024/06/03/16:10:58.948491,64
2024/06/03/16:10:58.964773,65
2024/06/03/16:10:58.982485,65
2024/06/03/16:10:58.998687,65
2024/06/03/16:10:59.017026,65
2024/06/03/16:10:59.033481,65
2024/06/03/16:10:59.048850,65
2024/06/03/16:10:59.066368,65
2024/06/03/16:10:59.084075,65
2024/06/03/16:10:59.101199,66
2024/06/03/16:10:59.117807,66
2024/06/03/16:10:59.133568,66
2024/06/03/16:10:59.151172,66
2024/06/03/16:10:59.166451,66
2024/06/03/16:10:59.183208,66
2024/06/03/16:10:59.201272,66
2024/06/03/16:10:59.216493,66
2024/06/03/16:10:59.234329,66
2024/06/03/16:10:59.249699,66
2024/06/03/16:10:59.266378,66
2024/06/03/16:10:59.282494,66
2024/06/03/16:10:59.299453,66
2024/06/03/16:10:59.315870,66
2024/06/03/16:10:59.333489,66
2024/06/03/16:10:59.348987,66
2024/06/03/16:10:59.366773,66
2024/06/03/16:10:59.381467,66
2024/06/03/16:10:59.399438,66
2024/06/03/16:10:59.415445,66
2024/06/03/16:10:59.431481,66
2024/06/03/16:10:59.450474,66
2024/06/03/16:10:59.466435,66
2024/06/03/16:10:59.483005,66
2024/06/03/16:10:59.498986,66
2024/06/03/16:10:59.515877,66
2024/06/03/16:10:59.532589,66
2024/06/03/16:10:59.549267,66
2024/06/03/16:10:59.565910,66
2024/06/03/16:10:59.582038,66
2024/06/03/16:10:59.599162,66
2024/06/03/16:10:59.614829,66
2024/06/03/16:10:59.631909,66
2024/06/03/16:10:59.649507,66
2024/06/03/16:10:59.665530,66
2024/06/03/16:10:59.682851,66
2024/06/03/16:10:59.699262,66
2024/06/03/16:10:59.715811,66
2024/06/03/16:10:59.733918,66
2024/06/03/16:10:59.749420,66
2024/06/03/16:10:59.766077,66
2024/06/03/16:10:59.781543,66
2024/06/03/16:10:59.799145,66
2024/06/03/16:10:59.815172,66
2024/06/03/16:10:59.832811,66
2024/06/03/16:10:59.849103,66
2024/06/03/16:10:59.865704,66
2024/06/03/16:10:59.882375,66
2024/06/03/16:10:59.900600,66
2024/06/03/16:10:59.917794,66
2024/06/03/16:10:59.933848,66
2024/06/03/16:10:59.949391,66
2024/06/03/16:10:59.966865,66
2024/06/03/16:10:59.982763,66
2024/06/03/16:10:59.999604,66
2024/06/03/16:11:00.016793,66
2024/06/03/16:11:00.033530,66
2024/06/03/16:11:00.049072,66
2024/06/03/16:11:00.067075,66
2024/06/03/16:11:00.084960,66
2024/06/03/16:11:00.099801,66
2024/06/03/16:11:00.119035,66
2024/06/03/16:11:00.133032,66
2024/06/03/16:11:00.148623,66
2024/06/03/16:11:00.166229,66
2024/06/03/16:11:00.181916,66
2024/06/03/16:11:00.200033,66
2024/06/03/16:11:00.215963,66
2024/06/03/16:11:00.231433,66
2024/06/03/16:11:00.248863,66
2024/06/03/16:11:00.265406,66
2024/06/03/16:11:00.282783,66
2024/06/03/16:11:00.298737,66
2024/06/03/16:11:00.316028,66
2024/06/03/16:11:00.332080,66
2024/06/03/16:11:00.348993,66
2024/06/03/16:11:00.366005,66
2024/06/03/16:11:00.381236,66
2024/06/03/16:11:00.399521,66
2024/06/03/16:11:00.415454,66
2024/06/03/16:11:00.430873,66
2024/06/03/16:11:00.449492,66
2024/06/03/16:11:00.465954,66
2024/06/03/16:11:00.482321,66
2024/06/03/16:11:00.498733,66
2024/06/03/16:11:00.516910,66
