time,.topic_brake,.position_brake,.is_move_brake,.topic_dir,.current_position_dir,.enable_dir,.is_limit_right_dir,.is_limit_left_dir,.topic_accel,.enable_accel,.pwm_accel,.voltage_accel
2024/06/03/16:10:32.269214,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,89,1.7450981140136719
2024/06/03/16:10:32.285620,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,90,1.7647058963775635
2024/06/03/16:10:32.304734,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,90,1.7647058963775635
2024/06/03/16:10:32.320182,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,90,1.7647058963775635
2024/06/03/16:10:32.337605,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,90,1.7647058963775635
2024/06/03/16:10:32.351864,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,90,1.7647058963775635
2024/06/03/16:10:32.369806,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,90,1.7647058963775635
2024/06/03/16:10:32.385199,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,91,1.7843137979507446
2024/06/03/16:10:32.400774,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,92,1.8039215803146362
2024/06/03/16:10:32.424012,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,92,1.8039215803146362
2024/06/03/16:10:32.440989,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,92,1.8039215803146362
2024/06/03/16:10:32.456355,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,92,1.8039215803146362
2024/06/03/16:10:32.471914,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.488348,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.505054,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.526460,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.543113,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.559550,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.576070,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.592429,puma/brake/command,0,False,puma/direction/command,365,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.608896,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.633410,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.648956,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.663770,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.680315,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.696949,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.712724,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.729219,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.745795,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.762144,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.778686,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.800991,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.817024,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.833420,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.850781,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.867322,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.883367,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.901458,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.918194,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.932516,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.950632,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.967775,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:32.987218,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.003402,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.019761,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.036820,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.052599,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.069528,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.085579,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.108356,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.123891,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.142126,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.156616,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.172859,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.189534,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.206580,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.222095,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.239455,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.255281,puma/brake/command,0,False,puma/direction/command,365,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.277874,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.293524,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.311993,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.328131,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.342867,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.360202,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.375822,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.395087,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.408636,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.428066,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.441481,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.466809,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.480817,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.496251,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.512508,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.528883,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.545550,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.561852,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.584601,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.600772,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.617034,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.633085,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.651490,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.666287,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.684781,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.701146,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.716270,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.734989,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.753582,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.772965,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.786407,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.802909,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.819228,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.835877,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.853628,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.868846,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.885882,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.902607,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.918112,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.941893,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.956352,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.972625,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:33.991293,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.005702,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.022472,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.038219,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.060278,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.077066,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.092993,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.109628,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.128367,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.142286,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.160293,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.177138,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.192248,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.208146,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.237056,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.246494,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.262860,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.279225,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.295928,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.312132,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.328603,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.344905,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.361372,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.377894,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.394132,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.416532,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.432837,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.449548,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.467059,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.483328,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.500548,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.517243,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.536978,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.554461,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.569626,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.586838,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.603194,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.618942,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.636238,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.653227,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.668159,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.686105,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.709965,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.724180,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.739490,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.756052,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.772392,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.788661,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.805383,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.821515,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.838831,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.854201,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.872862,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.896408,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.909060,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.925923,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.942401,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.960468,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.977213,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:34.994218,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.007880,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.026128,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.046190,puma/brake/command,0,False,puma/direction/command,365,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.062568,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.080973,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.095388,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.111991,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.134077,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.150712,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.167453,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.184228,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.201109,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.217217,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.235345,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.250284,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.268411,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.288309,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.303669,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.321556,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.336379,puma/brake/command,0,False,puma/direction/command,365,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.353097,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.371167,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.385717,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.404185,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.418884,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.436198,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.458400,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.473316,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.492142,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.506674,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.525797,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.538816,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.555883,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.578902,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.593925,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.610457,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.626722,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.643038,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.659441,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.676005,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.692355,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.709425,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.725190,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.742698,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.763801,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
2024/06/03/16:10:35.782780,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,True,93,1.8235294818878174
