time,.topic_brake,.position_brake,.is_move_brake,.topic_dir,.current_position_dir,.enable_dir,.is_limit_right_dir,.is_limit_left_dir,.topic_accel,.enable_accel,.pwm_accel,.voltage_accel
2024/06/03/16:09:53.066627,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.082586,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.099253,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.115556,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.132294,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.150092,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.165770,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.186136,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.203089,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.220159,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.235309,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.252162,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.271259,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.285222,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.303974,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.318037,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.335429,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.355846,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.372479,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.390198,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.406654,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.422776,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.440208,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.454796,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.473881,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.487273,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.503833,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.523324,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.542511,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.559138,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.578210,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.591278,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.607896,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.624502,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.640955,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.666274,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.679175,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.695661,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.712222,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.732255,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.744977,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.761204,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.777642,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.793949,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.811036,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.833681,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.849795,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.866840,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.882871,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.899142,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.916884,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.933414,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.949248,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.967106,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.980523,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:53.998071,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.020182,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.036175,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.051352,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.068010,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.084646,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.101262,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.117300,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.133822,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.150601,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.171885,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.188357,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.205011,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.221322,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.237836,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.254748,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.270717,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.288146,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.308850,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.325453,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.342035,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.360209,puma/brake/command,0,False,puma/direction/command,365,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.374798,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.392252,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.407462,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.426144,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.440490,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.457705,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.476726,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.495561,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.511838,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.528307,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.544541,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.561054,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.577198,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.593542,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.610087,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.626477,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.643549,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.662464,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.682822,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.699558,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.715377,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.731835,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.747462,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.764435,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.785193,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.804468,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.822526,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.838436,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.851082,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.868735,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.889541,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.906342,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.922300,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.940603,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.958193,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.972332,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:54.989201,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.004187,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.021338,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.037184,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.059132,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.075807,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.092095,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.108540,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.125069,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.142519,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.160630,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.174131,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.196393,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.212526,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.228819,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.245325,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.264012,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.278183,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.296196,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.310990,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.327473,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.344122,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.366448,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.384139,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.399090,puma/brake/command,0,False,puma/direction/command,364,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.415661,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.434249,puma/brake/command,0,False,puma/direction/command,359,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.450227,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.465633,puma/brake/command,0,False,puma/direction/command,358,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.484053,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.497706,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.515055,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.535624,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.552166,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.568594,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.585794,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.604690,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.617927,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.635606,puma/brake/command,0,False,puma/direction/command,360,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.652430,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.667045,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.685177,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.708234,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.722852,puma/brake/command,0,False,puma/direction/command,363,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.738382,puma/brake/command,0,False,puma/direction/command,362,False,False,False,puma/accelerator/command,False,43,0.843137264251709
2024/06/03/16:09:55.758414,puma/brake/command,0,False,puma/direction/command,361,False,False,False,puma/accelerator/command,False,43,0.843137264251709
